B_win_prob,R_win_prob,R_fighter,B_fighter,date
0.66591144,0.3340886,Jon Jones,Vitor Belfort,2012-09-22
0.5460093,0.45399073,Igor Pokrajac,Vinny Magalhaes,2012-09-22
0.24528342,0.7547166,Sean Pierson,Lance Benoist,2012-09-22
0.3173679,0.6826321,Seth Baczynski,Simeon Thoresen,2012-09-22
0.42999196,0.57000804,Jimy Hettes,Marcus Brimage,2012-09-22
0.4330721,0.5669279,Kyle Noke,Charlie Brenneman,2012-09-22
0.32440138,0.6755986,Mitch Gagnon,Walel Watson,2012-09-22
0.68524015,0.31475988,Justin Lawrence,Max Holloway,2012-08-11
0.38215768,0.6178423,Yushin Okami,Buddy Roberts,2012-08-11
0.7415837,0.25841632,Donald Cerrone,Melvin Guillard,2012-08-11
0.3575787,0.6424213,Benson Henderson,Frankie Edgar,2012-08-11
0.18958765,0.81041235,Jake Shields,Ed Herman,2012-08-11
0.45937723,0.5406228,Ken Stone,Erik Perez,2012-08-11
0.282264,0.717736,Dennis Bermudez,Tommy Hayden,2012-08-11
0.621584,0.378416,Jared Hamman,Michael Kuiper,2012-08-11
0.23613316,0.76386684,Nik Lentz,Eiji Mitsuoka,2012-08-11
0.65415466,0.3458453,Dustin Pague,Chico Camus,2012-08-11
0.76458883,0.23541118,Lyoto Machida,Ryan Bader,2012-08-04
0.5407765,0.45922348,Phil Davis,Wagner Prado,2012-08-04
0.50680614,0.49319386,Joe Lauzon,Jamie Varner,2012-08-04
0.1951598,0.8048402,Mike Swick,DaMarques Johnson,2012-08-04
0.52564824,0.4743518,Mauricio Rua,Brandon Vera,2012-08-04
0.7335608,0.26643917,Josh Grispi,Rani Yahya,2012-08-04
0.29774582,0.7022542,Cole Miller,Nam Phan,2012-08-04
0.45369387,0.54630613,Philip De Fries,Oli Thompson,2012-08-04
0.3342545,0.6657455,John Moraga,Ulysses Gomez,2012-08-04
0.3258515,0.6741485,Manvel Gamburyan,Michihiro Omigawa,2012-08-04
0.41261315,0.58738685,Cheick Kongo,Shawn Jordan,2012-07-21
0.29628867,0.70371133,Urijah Faber,Renan Barao,2012-07-21
0.6863508,0.31364915,Chris Clements,Matthew Riddle,2012-07-21
0.32306826,0.67693174,Brian Ebersole,James Head,2012-07-21
0.4829595,0.5170405,Roland Delorme,Francisco Rivera,2012-07-21
0.51457995,0.48542005,Hector Lombard,Tim Boetsch,2012-07-21
0.87496203,0.12503797,Court McGee,Nick Ring,2012-07-21
0.7496347,0.25036532,Antonio Carvalho,Daniel Pineda,2012-07-21
0.33833307,0.6616669,Bryan Caraway,Mitch Gagnon,2012-07-21
0.0688712,0.9311288,Mitch Clarke,Anton Kuivanen,2012-07-21
0.17174119,0.8282588,Anthony Perosh,Ryan Jimmo,2012-07-21
0.4839881,0.5160119,Rafael Dos Anjos,Anthony Njokuani,2012-07-11
0.36347336,0.63652664,Aaron Simpson,Kenny Robertson,2012-07-11
0.3441996,0.6558004,TJ Dillashaw,Vaughan Lee,2012-07-11
0.31373507,0.68626493,James Te Huna,Joey Beltran,2012-07-11
0.6580769,0.3419231,Mark Munoz,Chris Weidman,2012-07-11
0.3948453,0.6051547,Damacio Page,Alex Caceres,2012-07-11
0.68517625,0.31482378,Chris Cariaso,Josh Ferguson,2012-07-11
0.5729939,0.4270061,Rafael Natal,Andrew Craig,2012-07-11
0.37429458,0.6257054,Karlos Vemola,Francis Carmont,2012-07-11
0.44673026,0.55326974,Raphael Assuncao,Issei Tamura,2012-07-11
0.28478283,0.7152172,Marcelo Guimaraes,Dan Stittgen,2012-07-11
0.14808148,0.8519185,Ivan Menjivar,Mike Easton,2012-07-07
0.2281788,0.7718212,Gleison Tibau,Khabib Nurmagomedov,2012-07-07
0.34015292,0.6598471,Melvin Guillard,Fabricio Camoes,2012-07-07
0.34346098,0.656539,Cung Le,Patrick Cote,2012-07-07
0.19780076,0.80219924,Dong Hyun Kim,Demian Maia,2012-07-07
0.7897491,0.21025091,Anderson Silva,Chael Sonnen,2012-07-07
0.73431444,0.26568556,Chad Mendes,Cody McKenzie,2012-07-07
0.8127981,0.1872019,Forrest Griffin,Tito Ortiz,2012-07-07
0.581022,0.41897798,Constantinos Philippou,Riki Fukuda,2012-07-07
0.6865648,0.31343517,John Alessio,Shane Roller,2012-07-07
0.23485112,0.7651489,Rafaello Oliveira,Yoislandy Izquierdo,2012-07-07
0.1991502,0.8008498,Godofredo Pepey,Rony Jason,2012-06-23
0.60044336,0.3995566,Iuri Alcantara,Hacran Dias,2012-06-23
0.5173832,0.4826168,John Teixeira,Hugo Viana,2012-06-23
0.8119022,0.18809776,Cezar Ferreira,Sergio Moraes,2012-06-23
0.69551563,0.30448434,Fabricio Werdum,Mike Russow,2012-06-23
0.7797704,0.22022963,Anistavio Medeiros,Rodrigo Damm,2012-06-23
0.66895604,0.33104396,Wanderlei Silva,Rich Franklin,2012-06-23
0.24227804,0.75772196,Delson Heleno,Francisco Trinaldo,2012-06-23
0.3684851,0.6315149,Thiago Perpetuo,Leonardo Mafra,2012-06-23
0.4193504,0.5806496,Felipe Arantes,Milton Vieira,2012-06-23
0.41021013,0.58978987,Marcos Vinicius,Wagner Campos,2012-06-23
0.57096124,0.42903873,Ramsey Nijem,CJ Keith,2012-06-22
0.2809509,0.7190491,Steven Siler,Joey Gambino,2012-06-22
0.49597692,0.5040231,Sam Stout,Spencer Fisher,2012-06-22
0.45494252,0.5450575,Brian Ebersole,TJ Waldburger,2012-06-22
0.7576794,0.2423206,Hatsu Hioki,Ricardo Lamas,2012-06-22
0.46059555,0.53940445,Rick Story,Brock Jardine,2012-06-22
0.52640384,0.47359616,Ross Pearson,Cub Swanson,2012-06-22
0.84253585,0.15746413,Nick Catone,Chris Camozzi,2012-06-22
0.3468821,0.6531179,Matt Brown,Luis Ramos,2012-06-22
0.7336431,0.2663569,Gray Maynard,Clay Guida,2012-06-22
0.18074977,0.8192502,Dan Miller,Ricardo Funch,2012-06-22
0.44405365,0.55594635,Ken Stone,Dustin Pague,2012-06-22
0.2811401,0.7188599,Demetrious Johnson,Ian McCall,2012-06-08
0.57117665,0.42882335,Eddie Wineland,Scott Jorgensen,2012-06-08
0.26129138,0.7387086,Dustin Pague,Jared Papazian,2012-06-08
0.78114235,0.21885768,Mike Pyle,Josh Neer,2012-06-08
0.79527867,0.20472133,Erick Silva,Charlie Brenneman,2012-06-08
0.1260544,0.8739456,Leonard Garcia,Matt Grice,2012-06-08
0.72836053,0.2716395,Seth Baczynski,Lance Benoist,2012-06-08
0.69753045,0.30246955,Mike Pierce,Carlos Eduardo Rocha,2012-06-08
0.53661585,0.46338415,Buddy Roberts,Caio Magalhaes,2012-06-08
0.20706946,0.79293054,Henry Martinez,Bernardo Magalhaes,2012-06-08
0.5132434,0.48675662,Tim Means,Justin Salas,2012-06-08
0.6371633,0.36283672,Jake Hecht,Sean Pierson,2012-06-08
0.7102906,0.2897094,Cristiano Marcello,Sam Sicilia,2012-06-01
0.6094873,0.39051268,Jonathan Brookins,Charles Oliveira,2012-06-01
0.31915933,0.6808407,Myles Jury,Chris Saunders,2012-06-01
0.7439822,0.25601777,Daron Cruickshank,Chris Tickle,2012-06-01
0.45786506,0.54213494,Max Holloway,Pat Schilling,2012-06-01
0.4161548,0.5838452,Jake Ellenberger,Martin Kampmann,2012-06-01
0.34706622,0.6529338,Justin Lawrence,John Cofer,2012-06-01
0.7714597,0.22854027,John Albert,Erik Perez,2012-06-01
0.27350533,0.72649467,Joe Proctor,Jeremy Larsen,2012-06-01
0.14456916,0.85543084,Michael Chiesa,Al Iaquinta,2012-06-01
0.7051059,0.29489413,Cain Velasquez,Antonio Silva,2012-05-26
0.7375176,0.26248237,Edson Barboza,Jamie Varner,2012-05-26
0.46048993,0.5395101,Stefan Struve,Lavar Johnson,2012-05-26
0.34678018,0.6532198,Jason Miller,CB Dollaway,2012-05-26
0.47437936,0.52562064,Roy Nelson,Dave Herman,2012-05-26
0.51101613,0.48898387,Junior Dos Santos,Frank Mir,2012-05-26
0.38837367,0.6116263,Stipe Miocic,Shane del Rosario,2012-05-26
0.4326272,0.5673728,Diego Brandao,Darren Elkins,2012-05-26
0.24047852,0.7595215,Dan Hardy,Duane Ludwig,2012-05-26
0.48897696,0.51102304,Jacob Volkmann,Paul Sass,2012-05-26
0.50276303,0.49723694,Kyle Kingsbury,Glover Teixeira,2012-05-26
0.7223168,0.2776832,Mike Brown,Daniel Pineda,2012-05-26
0.36304736,0.63695264,Cody McKenzie,Marcus LeVesseur,2012-05-15
0.71186835,0.28813165,Amir Sadollah,Jorge Lopez,2012-05-15
0.6586532,0.3413468,Chan Sung Jung,Dustin Poirier,2012-05-15
0.6657454,0.33425462,Brad Tavares,Dongi Yang,2012-05-15
0.64097303,0.35902697,Igor Pokrajac,Fabio Maldonado,2012-05-15
0.45581812,0.5441819,Donald Cerrone,Jeremy Stephens,2012-05-15
0.3323993,0.6676007,Jason MacDonald,Tom Lawlor,2012-05-15
0.6890025,0.31099752,Yves Jabouin,Jeff Hougland,2012-05-15
0.44546777,0.55453223,TJ Grant,Carlo Prater,2012-05-15
0.79376763,0.20623238,Alex Soto,Francisco Rivera,2012-05-15
0.58255106,0.41744894,Jeff Curran,Johnny Eduardo,2012-05-15
0.689736,0.31026402,Rafael Dos Anjos,Kamal Shalorus,2012-05-15
0.4858408,0.5141592,Pat Barry,Lavar Johnson,2012-05-05
0.7141041,0.28589588,Nate Diaz,Jim Miller,2012-05-05
0.3664137,0.6335863,John Dodson,Tim Elliott,2012-05-05
0.6595446,0.34045538,Louis Gaudinot,John Lineker,2012-05-05
0.29682195,0.70317805,Rousimar Palhares,Alan Belcher,2012-05-05
0.7549819,0.2450181,John Hathaway,Pascal Krauss,2012-05-05
0.6017969,0.39820307,Josh Koscheck,Johny Hendricks,2012-05-05
0.31441033,0.6855897,Tony Ferguson,Michael Johnson,2012-05-05
0.6065016,0.39349845,Dennis Bermudez,Pablo Garza,2012-05-05
0.5038538,0.4961462,Roland Delorme,Nick Denis,2012-05-05
0.2383787,0.7616213,Danny Castillo,John Cholish,2012-05-05
0.25568414,0.74431586,Mike Massenzio,Karlos Vemola,2012-05-05
0.49180132,0.5081987,Rory MacDonald,Che Mills,2012-04-21
0.77728695,0.22271304,Travis Browne,Chad Griggs,2012-04-21
0.07975775,0.92024225,Matt Brown,Stephen Thompson,2012-04-21
0.19498062,0.8050194,Jon Jones,Rashad Evans,2012-04-21
0.54820573,0.45179424,Mark Bocek,John Alessio,2012-04-21
0.29665625,0.70334375,Brendan Schaub,Ben Rothwell,2012-04-21
0.309735,0.690265,Miguel Torres,Michael McDonald,2012-04-21
0.6713084,0.32869163,Mark Hominick,Eddie Yagin,2012-04-21
0.57128584,0.42871416,Mac Danzig,Efrain Escudero,2012-04-21
0.26635778,0.7336422,Keith Wisniewski,Chris Clements,2012-04-21
0.67815673,0.3218433,John Makdessi,Anthony Njokuani,2012-04-21
0.7223168,0.2776832,Marcus Brimage,Maximo Blanco,2012-04-21
0.20936227,0.79063773,Papy Abedi,James Head,2012-04-14
0.8549694,0.1450306,Dennis Siver,Diego Nunes,2012-04-14
0.30477768,0.6952223,DaMarques Johnson,John Maguire,2012-04-14
0.7524515,0.24754854,Brian Stann,Alessio Sakara,2012-04-14
0.6776043,0.32239565,Alexander Gustafsson,Thiago Silva,2012-04-14
0.2929374,0.7070626,Paulo Thiago,Siyar Bahadurzada,2012-04-14
0.77807707,0.22192292,Cyrille Diabate,Tom DeBlass,2012-04-14
0.31609946,0.68390054,Brad Pickett,Damacio Page,2012-04-14
0.46309358,0.5369064,Simeon Thoresen,Besam Yousef,2012-04-14
0.74209654,0.25790346,Francis Carmont,Magnus Cedenblad,2012-04-14
0.6035404,0.3964596,Reza Madadi,Yoislandy Izquierdo,2012-04-14
0.14546508,0.8545349,Jason Young,Eric Wisely,2012-04-14
0.550713,0.449287,Anthony Perosh,Nick Penner,2012-03-02
0.6215712,0.3784288,Court McGee,Constantinos Philippou,2012-03-02
0.54866093,0.45133907,Demetrious Johnson,Ian McCall,2012-03-02
0.68776536,0.31223464,Kyle Noke,Andrew Craig,2012-03-02
0.31474626,0.68525374,Joseph Benavidez,Yasuhiro Urushitani,2012-03-02
0.75795627,0.24204372,Thiago Alves,Martin Kampmann,2012-03-02
0.7254664,0.2745336,Cole Miller,Steven Siler,2012-03-02
0.37564826,0.62435174,TJ Waldburger,Jake Hecht,2012-03-02
0.5389248,0.46107516,Oli Thompson,Shawn Jordan,2012-03-02
0.317545,0.682455,James Te Huna,Aaron Rosa,2012-03-02
0.41454995,0.58545005,Mackens Semerzier,Daniel Pineda,2012-03-02
0.4275304,0.5724696,Anthony Pettis,Joe Lauzon,2012-02-25
0.7354574,0.26454255,Takanori Gomi,Eiji Mitsuoka,2012-02-25
0.3100925,0.6899075,Frankie Edgar,Benson Henderson,2012-02-25
0.40766943,0.5923306,Yoshihiro Akiyama,Jake Shields,2012-02-25
0.2556504,0.7443496,Quinton Jackson,Ryan Bader,2012-02-25
0.23595059,0.7640494,Mark Hunt,Cheick Kongo,2012-02-25
0.3313592,0.6686408,Yushin Okami,Tim Boetsch,2012-02-25
0.7162328,0.2837672,Takeya Mizugaki,Chris Cariaso,2012-02-25
0.31010932,0.6898907,Hatsu Hioki,Bart Palaszewski,2012-02-25
0.16782457,0.83217543,Zhang Tiequan,Issei Tamura,2012-02-25
0.68997204,0.310028,Norifumi Yamamoto,Vaughan Lee,2012-02-25
0.65815485,0.34184518,Riki Fukuda,Steve Cantwell,2012-02-25
0.5824145,0.41758552,TJ Dillashaw,Walel Watson,2012-02-15
0.53362596,0.466374,Aaron Simpson,Ronny Markes,2012-02-15
0.3564636,0.6435364,Stefan Struve,Dave Herman,2012-02-15
0.6481602,0.35183978,Ivan Menjivar,John Albert,2012-02-15
0.28106266,0.71893734,Jonathan Brookins,Vagner Rocha,2012-02-15
0.3740633,0.6259367,Diego Sanchez,Jake Ellenberger,2012-02-15
0.87652,0.123480015,Stipe Miocic,Philip De Fries,2012-02-15
0.55717415,0.44282585,Anton Kuivanen,Justin Salas,2012-02-15
0.36006635,0.63993365,Tim Means,Bernardo Magalhaes,2012-02-15
0.34375703,0.65624297,Dustin Poirier,Max Holloway,2012-02-04
0.35539085,0.64460915,Alex Caceres,Edwin Figueroa,2012-02-04
0.57108676,0.42891324,Matt Brown,Chris Cope,2012-02-04
0.25079632,0.7492037,Ed Herman,Clifford Starks,2012-02-04
0.39749104,0.60250896,Renan Barao,Scott Jorgensen,2012-02-04
0.3508891,0.6491109,Roy Nelson,Fabricio Werdum,2012-02-04
0.40174544,0.59825456,Josh Koscheck,Mike Pierce,2012-02-04
0.47447896,0.52552104,Dan Stittgen,Stephen Thompson,2012-02-04
0.6024349,0.39756513,Nick Diaz,Carlos Condit,2012-02-04
0.6402767,0.3597233,Matthew Riddle,Henry Martinez,2012-02-04
0.25960606,0.74039394,Rafael Natal,Michael Kuiper,2012-02-04
0.2689795,0.7310205,Demian Maia,Chris Weidman,2012-01-28
0.5032346,0.49676535,Rashad Evans,Phil Davis,2012-01-28
0.5818929,0.4181071,Evan Dunham,Nik Lentz,2012-01-28
0.69314456,0.3068554,Charles Oliveira,Eric Wisely,2012-01-28
0.41892493,0.5810751,Mike Russow,Jon Olav Einemo,2012-01-28
0.23786378,0.7621362,Michael Johnson,Shane Roller,2012-01-28
0.07357633,0.92642367,Chael Sonnen,Michael Bisping,2012-01-28
0.40741634,0.59258366,Cub Swanson,George Roop,2012-01-28
0.38439023,0.61560977,Chris Camozzi,Dustin Jacoby,2012-01-28
0.30429828,0.6957017,Joey Beltran,Lavar Johnson,2012-01-28
0.5860326,0.41396734,Melvin Guillard,Jim Miller,2012-01-20
0.7649095,0.2350905,Kamal Shalorus,Khabib Nurmagomedov,2012-01-20
0.75439024,0.24560973,Fabricio Camoes,Tommy Hayden,2012-01-20
0.29536003,0.70464,Pat Barry,Christian Morecraft,2012-01-20
0.28436714,0.71563286,Mike Easton,Jared Papazian,2012-01-20
0.25330162,0.7466984,Duane Ludwig,Josh Neer,2012-01-20
0.26883835,0.73116165,Jorge Rivera,Eric Schafer,2012-01-20
0.3213777,0.6786223,Daniel Pineda,Pat Schilling,2012-01-20
0.45617157,0.5438284,Joseph Sandoval,Nick Denis,2012-01-20
0.72986317,0.2701368,Charlie Brenneman,Daniel Roberts,2012-01-20
0.5374285,0.46257147,Rousimar Palhares,Mike Massenzio,2012-01-14
0.6039897,0.39601028,Vitor Belfort,Anthony Johnson,2012-01-14
0.2597615,0.7402385,Erick Silva,Carlo Prater,2012-01-14
0.83464795,0.16535206,Jose Aldo,Chad Mendes,2012-01-14
0.08980572,0.9101943,Thiago Tavares,Sam Stout,2012-01-14
0.41424733,0.58575267,Edson Barboza,Terry Etim,2012-01-14
0.63991183,0.36008817,Iuri Alcantara,Michihiro Omigawa,2012-01-14
0.330289,0.669711,Felipe Arantes,Antonio Carvalho,2012-01-14
0.5396606,0.46033943,Ricardo Funch,Mike Pyle,2012-01-14
0.55062973,0.44937024,Gabriel Gonzaga,Ednaldo Oliveira,2012-01-14
0.8089088,0.19109116,Nam Phan,Jimy Hettes,2011-12-30
0.22556698,0.774433,Vladimir Matyushenko,Alexander Gustafsson,2011-12-30
0.23055106,0.76944894,Dong Hyun Kim,Sean Pierson,2011-12-30
0.32307953,0.6769205,Anthony Njokuani,Danny Castillo,2011-12-30
0.75441813,0.2455819,Nate Diaz,Donald Cerrone,2011-12-30
0.31347322,0.6865268,Jon Fitch,Johny Hendricks,2011-12-30
0.4299814,0.5700186,Brock Lesnar,Alistair Overeem,2011-12-30
0.33865178,0.6613482,Ross Pearson,Junior Assuncao,2011-12-30
0.463673,0.536327,Jacob Volkmann,Efrain Escudero,2011-12-30
0.77736807,0.2226319,Manvel Gamburyan,Diego Nunes,2011-12-30
0.47232318,0.5276768,Claude Patrick,Brian Ebersole,2011-12-10
0.21998477,0.78001523,Frank Mir,Antonio Rodrigo Nogueira,2011-12-10
0.5481068,0.45189324,Tito Ortiz,Rogerio Nogueira,2011-12-10
0.6703929,0.32960713,John Makdessi,Dennis Hallman,2011-12-10
0.7389636,0.2610364,Jon Jones,Lyoto Machida,2011-12-10
0.23352432,0.7664757,Krzysztof Soszynski,Igor Pokrajac,2011-12-10
0.32534534,0.67465466,Mark Hominick,Chan Sung Jung,2011-12-10
0.17663956,0.82336044,Jared Hamman,Constantinos Philippou,2011-12-10
0.29975516,0.70024484,Mark Bocek,Nik Lentz,2011-12-10
0.4987089,0.5012911,Walel Watson,Yves Jabouin,2011-12-10
0.2112748,0.7887252,Rich Attonito,Jake Hecht,2011-12-10
0.39778966,0.60221034,Mitch Clarke,John Cholish,2011-12-10
0.59233296,0.40766707,TJ Dillashaw,John Dodson,2011-12-03
0.51449,0.48551002,Roland Delorme,Josh Ferguson,2011-12-03
0.38960165,0.61039835,Michael Bisping,Jason Miller,2011-12-03
0.24807441,0.7519256,Tony Ferguson,Yves Edwards,2011-12-03
0.64845186,0.35154814,Diego Brandao,Dennis Bermudez,2011-12-03
0.739882,0.26011798,Dustin Pague,John Albert,2011-12-03
0.18692482,0.8130752,Louis Gaudinot,Johnny Bedford,2011-12-03
0.41410923,0.58589077,Marcus Brimage,Stephen Bass,2011-12-03
0.4273799,0.5726201,Steven Siler,Josh Clopton,2011-12-03
0.21536988,0.7846301,Bryan Caraway,Dustin Neace,2011-12-03
0.27162635,0.72837365,Stephan Bonnar,Kyle Kingsbury,2011-11-19
0.19203955,0.80796045,Michael McDonald,Alex Soto,2011-11-19
0.22865546,0.77134454,Rick Story,Martin Kampmann,2011-11-19
0.53826535,0.46173462,Ryan Bader,Jason Brilz,2011-11-19
0.4538523,0.5461477,Tom Lawlor,Chris Weidman,2011-11-19
0.34821188,0.6517881,Wanderlei Silva,Cung Le,2011-11-19
0.5029428,0.49705723,Matt Brown,Seth Baczynski,2011-11-19
0.35142,0.64858,Gleison Tibau,Rafael Dos Anjos,2011-11-19
0.6442832,0.3557168,Urijah Faber,Brian Bowles,2011-11-19
0.19867301,0.801327,Mauricio Rua,Dan Henderson,2011-11-19
0.7714978,0.2285022,Miguel Torres,Nick Pace,2011-11-19
0.5428707,0.4571293,Danny Castillo,Shamar Bailey,2011-11-19
0.5260829,0.47391713,Clay Guida,Benson Henderson,2011-11-12
0.3618307,0.6381693,Cain Velasquez,Junior Dos Santos,2011-11-12
0.40184158,0.5981584,Norifumi Yamamoto,Darren Uyenoyama,2011-11-12
0.36510897,0.63489103,Cub Swanson,Ricardo Lamas,2011-11-12
0.61886173,0.38113827,Mackens Semerzier,Robert Peralta,2011-11-12
0.724888,0.27511197,Dustin Poirier,Pablo Garza,2011-11-12
0.35589474,0.64410526,DaMarques Johnson,Clay Harvison,2011-11-12
0.5260178,0.47398224,Mike Pierce,Paul Bradley,2011-11-12
0.77198905,0.22801094,Aaron Rosa,Matt Lucas,2011-11-12
0.29984075,0.70015925,Alex Caceres,Cole Escovedo,2011-11-12
0.31327802,0.686722,John Maguire,Justin Edwards,2011-11-05
0.64092135,0.35907865,Brad Pickett,Renan Barao,2011-11-05
0.36474234,0.63525766,Thiago Alves,Papy Abedi,2011-11-05
0.760059,0.239941,Terry Etim,Edward Faaloloto,2011-11-05
0.56144863,0.43855137,Cyrille Diabate,Anthony Perosh,2011-11-05
0.5169482,0.4830518,Rob Broughton,Philip De Fries,2011-11-05
0.17437941,0.8256206,Chris Cope,Che Mills,2011-11-05
0.66087604,0.33912396,Michihiro Omigawa,Jason Young,2011-11-05
0.3345852,0.6654148,Chris Leben,Mark Munoz,2011-11-05
0.78902197,0.21097803,Chris Cariaso,Vaughan Lee,2011-11-05
0.67183304,0.32816693,Mirko Filipovic,Roy Nelson,2011-10-29
0.35871232,0.6412877,Tyson Griffin,Bart Palaszewski,2011-10-29
0.54555166,0.4544483,Scott Jorgensen,Jeff Curran,2011-10-29
0.6168575,0.38314244,Dennis Siver,Donald Cerrone,2011-10-29
0.21796012,0.7820399,Cheick Kongo,Matt Mitrione,2011-10-29
0.47001123,0.52998877,BJ Penn,Nick Diaz,2011-10-29
0.48365003,0.51635,Hatsu Hioki,George Roop,2011-10-29
0.5191375,0.4808625,Brandon Vera,Eliot Marshall,2011-10-29
0.28308266,0.71691734,Dustin Jacoby,Clifford Starks,2011-10-29
0.16525376,0.83474624,Chris Camozzi,Francis Carmont,2011-10-29
0.762412,0.23758797,Ramsey Nijem,Danny Downes,2011-10-29
0.36063385,0.63936615,Joey Beltran,Stipe Miocic,2011-10-08
0.46732897,0.53267103,Melvin Guillard,Joe Lauzon,2011-10-08
0.676249,0.32375097,Chael Sonnen,Brian Stann,2011-10-08
0.2635613,0.7364387,Frankie Edgar,Gray Maynard,2011-10-08
0.4098689,0.5901311,Jose Aldo,Kenny Florian,2011-10-08
0.22236937,0.7776306,Demian Maia,Jorge Santiago,2011-10-08
0.7622326,0.2377674,Steve Cantwell,Mike Massenzio,2011-10-08
0.39731264,0.60268736,Leonard Garcia,Nam Phan,2011-10-08
0.6467825,0.35321745,Aaron Simpson,Eric Schafer,2011-10-08
0.28821802,0.711782,Zhang Tiequan,Darren Elkins,2011-10-08
0.3520096,0.6479904,Anthony Pettis,Jeremy Stephens,2011-10-08
0.31933522,0.6806648,Anthony Johnson,Charlie Brenneman,2011-10-01
0.22935867,0.7706413,Yves Edwards,Rafaello Oliveira,2011-10-01
0.16428983,0.83571017,Pat Barry,Stefan Struve,2011-10-01
0.60843223,0.39156777,Dominick Cruz,Demetrious Johnson,2011-10-01
0.52955693,0.47044307,Shane Roller,TJ Grant,2011-10-01
0.21354449,0.7864555,Michael Johnson,Paul Sass,2011-10-01
0.3717336,0.6282664,Matt Wiman,Mac Danzig,2011-10-01
0.51905394,0.48094603,Mike Easton,Byron Bloodworth,2011-10-01
0.60487723,0.39512277,Walel Watson,Joseph Sandoval,2011-10-01
0.70834446,0.29165554,Josh Neer,Keith Wisniewski,2011-10-01
0.8026395,0.19736055,Junior Assuncao,Eddie Yagin,2011-09-24
0.4048772,0.5951228,Travis Browne,Rob Broughton,2011-09-24
0.5284512,0.4715488,Ben Rothwell,Mark Hunt,2011-09-24
0.75211173,0.24788825,Nate Diaz,Takanori Gomi,2011-09-24
0.11448467,0.88551533,Matt Hughes,Josh Koscheck,2011-09-24
0.79535884,0.20464116,Nick Ring,Tim Boetsch,2011-09-24
0.4438436,0.5561564,Tony Ferguson,Aaron Riley,2011-09-24
0.29095876,0.70904124,James Te Huna,Ricardo Romero,2011-09-24
0.5936893,0.40631068,Jon Jones,Quinton Jackson,2011-09-24
0.1730094,0.8269906,Takeya Mizugaki,Cole Escovedo,2011-09-24
0.3765784,0.6234216,Cody McKenzie,Vagner Rocha,2011-09-17
0.24437737,0.7556226,Jake Shields,Jake Ellenberger,2011-09-17
0.70238733,0.29761267,Evan Dunham,Shamar Bailey,2011-09-17
0.7981774,0.20182256,Court McGee,Dongi Yang,2011-09-17
0.27657026,0.72342974,Alan Belcher,Jason MacDonald,2011-09-17
0.5120754,0.48792458,Jonathan Brookins,Erik Koch,2011-09-17
0.8378681,0.1621319,Ken Stone,Donny Walker,2011-09-17
0.1178509,0.8821491,Matthew Riddle,Lance Benoist,2011-09-17
0.2200489,0.7799511,TJ Waldburger,Mike Stumpf,2011-09-17
0.25069714,0.74930286,Robert Peralta,Mike Lullo,2011-09-17
0.26744777,0.73255223,Clay Harvison,Seth Baczynski,2011-09-17
0.30330527,0.69669473,Justin Edwards,Jorge Lopez,2011-09-17
0.46799934,0.53200066,Mauricio Rua,Forrest Griffin,2011-08-27
0.37496763,0.62503237,Thiago Tavares,Spencer Fisher,2011-08-27
0.30734622,0.6926538,Ross Pearson,Edson Barboza,2011-08-27
0.6996832,0.3003168,Rousimar Palhares,Dan Miller,2011-08-27
0.3456608,0.6543392,Antonio Rodrigo Nogueira,Brendan Schaub,2011-08-27
0.65732276,0.34267727,Anderson Silva,Yushin Okami,2011-08-27
0.18446124,0.81553876,Luiz Cane,Stanislav Nedkov,2011-08-27
0.33668172,0.6633183,Erick Silva,Luis Ramos,2011-08-27
0.32813644,0.67186356,Iuri Alcantara,Felipe Arantes,2011-08-27
0.3756653,0.6243347,Paulo Thiago,David Mitchell,2011-08-27
0.83574736,0.16425262,Raphael Assuncao,Johnny Eduardo,2011-08-27
0.4762239,0.5237761,Yves Jabouin,Ian Loveland,2011-08-27
0.2327789,0.7672211,Ronny Markes,Karlos Vemola,2011-08-14
0.46986508,0.5301349,Jim Miller,Benson Henderson,2011-08-14
0.40446657,0.59553343,CB Dollaway,Jared Hamman,2011-08-14
0.35780525,0.64219475,Ed Herman,Kyle Noke,2011-08-14
0.6339012,0.36609882,Dan Hardy,Chris Lytle,2011-08-14
0.4425491,0.5574509,Joseph Benavidez,Eddie Wineland,2011-08-14
0.69628716,0.30371287,Amir Sadollah,Duane Ludwig,2011-08-14
0.7153933,0.2846067,Donald Cerrone,Charles Oliveira,2011-08-14
0.41027576,0.58972424,Jimy Hettes,Alex Caceres,2011-08-14
0.2747674,0.7252326,Jacob Volkmann,Danny Castillo,2011-08-14
0.31609946,0.68390054,Cole Miller,TJ O'Brien,2011-08-14
0.7682694,0.23173055,Edwin Figueroa,Jason Reinhardt,2011-08-14
0.545683,0.45431694,Ivan Menjivar,Nick Pace,2011-08-06
0.8576767,0.14232332,Chad Mendes,Rani Yahya,2011-08-06
0.27666694,0.72333306,Rory MacDonald,Mike Pyle,2011-08-06
0.27076024,0.72923976,Jorge Rivera,Constantinos Philippou,2011-08-06
0.5698925,0.43010747,Dennis Hallman,Brian Ebersole,2011-08-06
0.5794531,0.42054686,Matt Hamill,Alexander Gustafsson,2011-08-06
0.124399245,0.87560076,Mike Brown,Nam Phan,2011-08-06
